time,seconds_elapsed,z,y,x
1761838927651229700,0.075229736328125,-0.9412652254104614,-0.10088807344436646,0.38673776388168335
1761838927661299700,0.0852998046875,-1.0129246711730957,-0.14045065641403198,0.47458744049072266
1761838927671369700,0.09536962890625,-1.0564111471176147,-0.1443111002445221,0.5071254372596741
1761838927681439700,0.105439697265625,-1.064993143081665,-0.14600619673728943,0.4858699142932892
1761838927691509800,0.115509765625,-1.0393900871276855,-0.1541733592748642,0.4223608374595642
1761838927701579800,0.125579833984375,-0.994338870048523,-0.16504758596420288,0.31001007556915283
1761838927711649500,0.1356494140625,-0.9354676604270935,-0.16328243911266327,0.18546999990940094
1761838927721719800,0.1457197265625,-0.8793740272521973,-0.15922138094902039,0.05316869169473648
1761838927731790800,0.155790771484375,-0.851564884185791,-0.13803410530090332,-0.06434527039527893
1761838927741860600,0.165860595703125,-0.8431437015533447,-0.11237987875938416,-0.1496814787387848
1761838927751930600,0.1759306640625,-0.8437997102737427,-0.08463156223297119,-0.20531906187534332
1761838927762001000,0.1860009765625,-0.8475550413131714,-0.08180940896272659,-0.23271393775939941
1761838927772070700,0.196070556640625,-0.8564661741256714,-0.05609285831451416,-0.230095773935318
1761838927782140700,0.206140625,-0.8676796555519104,-0.07026780396699905,-0.20979556441307068
1761838927792211000,0.2162109375,-0.8718274831771851,-0.128454327583313,-0.18363644182682037
1761838927802280700,0.22628076171875,-0.8815200924873352,-0.20735207200050354,-0.1611444503068924
1761838927812350700,0.236350830078125,-0.877377986907959,-0.2847311198711395,-0.14328829944133759
1761838927822420700,0.246420654296875,-0.8708844184875488,-0.35059109330177307,-0.1350594013929367
1761838927832490800,0.25649072265625,-0.8385111093521118,-0.3957209587097168,-0.1339600682258606
1761838927842561800,0.266561767578125,-0.7900919318199158,-0.43524545431137085,-0.14759385585784912
1761838927852631800,0.2766318359375,-0.7434918284416199,-0.4887835383415222,-0.17993423342704773
1761838927862701600,0.28670166015625,-0.7003930807113647,-0.5694360136985779,-0.22134479880332947
1761838927872771800,0.296771728515625,-0.6674008369445801,-0.6245026588439941,-0.24686230719089508
1761838927882841900,0.306841796875,-0.6213821768760681,-0.6393095850944519,-0.2504064440727234
1761838927892911600,0.31691162109375,-0.5681375861167908,-0.634196400642395,-0.24584783613681793
1761838927902981600,0.326981689453125,-0.5155614614486694,-0.6213477253913879,-0.22072863578796387
1761838927913052000,0.337052001953125,-0.4783092737197876,-0.5997884273529053,-0.17546780407428741
1761838927923121700,0.34712158203125,-0.4692462682723999,-0.5782463550567627,-0.11985646188259125
1761838927933191700,0.357191650390625,-0.4823532998561859,-0.5718933343887329,-0.06031035631895065
1761838927943261700,0.36726171875,-0.4950765371322632,-0.5663459897041321,-0.003512054681777954
1761838927953332700,0.377332763671875,-0.5026094317436218,-0.5634642243385315,0.05342422425746918
1761838927963402800,0.38740283203125,-0.5058148503303528,-0.5677176117897034,0.1113346666097641
1761838927973472800,0.39747265625,-0.5081112384796143,-0.5781790018081665,0.16661407053470612
1761838927983542800,0.407542724609375,-0.5085242986679077,-0.554607629776001,0.22735172510147095
1761838927993612800,0.41761279296875,-0.494918555021286,-0.4968580901622772,0.28916221857070923
1761838928003682800,0.427682861328125,-0.485243022441864,-0.452522337436676,0.33125001192092896
1761838928013752600,0.437752685546875,-0.4921736419200897,-0.4654060900211334,0.344550222158432
1761838928023822800,0.44782275390625,-0.5101416707038879,-0.5061260461807251,0.33214280009269714
1761838928033892600,0.457892578125,-0.5312823057174683,-0.5487952828407288,0.2980760633945465
1761838928043962600,0.467962646484375,-0.5616468787193298,-0.6300895810127258,0.23006799817085266
1761838928054033000,0.478032958984375,-0.6042012572288513,-0.740227460861206,0.12448649108409882
1761838928064104000,0.48810400390625,-0.6504268050193787,-0.8386834263801575,0.002522507682442665
1761838928074173700,0.498173583984375,-0.6895806193351746,-0.8825886845588684,-0.1213810071349144
1761838928084243700,0.50824365234375,-0.70995032787323,-0.867458701133728,-0.22705285251140594
1761838928094313700,0.518313720703125,-0.7067452073097229,-0.7823251485824585,-0.3006688952445984
1761838928104383700,0.5283837890625,-0.6718918681144714,-0.6102465391159058,-0.3430253863334656
1761838928114453800,0.538453857421875,-0.602752149105072,-0.3746139407157898,-0.33461013436317444
1761838928124523500,0.5485234375,-0.5021216869354248,-0.0968765914440155,-0.279725581407547
1761838928134593800,0.55859375,-0.392241507768631,0.17251238226890564,-0.195878803730011
1761838928144663800,0.568663818359375,-0.30242720246315,0.3303038775920868,-0.1173459067940712
1761838928154733600,0.578733642578125,-0.20814895629882812,0.37982696294784546,-0.04774821922183037
1761838928164803800,0.588803955078125,-0.11362965404987335,0.349979043006897,0.00832437351346016
1761838928174875000,0.598875,-0.04532381892204285,0.2643709182739258,0.05222276225686073
1761838928184944600,0.608944580078125,-0.009393245913088322,0.1565490961074829,0.08027011156082153
1761838928195014700,0.6190146484375,-0.00009103992488235235,0.02693992853164673,0.08967465162277222
1761838928205085000,0.6290849609375,-0.0015131678665056825,-0.12805232405662537,0.08456671237945557
1761838928215154700,0.63915478515625,-0.018886234611272812,-0.27017730474472046,0.08719608187675476
1761838928225224700,0.649224609375,-0.06689797341823578,-0.3703252077102661,0.0948803722858429
1761838928235294700,0.659294677734375,-0.1512170433998108,-0.44483962655067444,0.08835707604885101
1761838928245364700,0.66936474609375,-0.25695252418518066,-0.4962756633758545,0.06258939951658249
1761838928255434800,0.679434814453125,-0.36775484681129456,-0.5209166407585144,0.009865407831966877
1761838928265504800,0.6895048828125,-0.456857830286026,-0.512501060962677,-0.063900426030159
