version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone X,1761818108319,2025-10-30_09-55-08,Africa/Kigali,ios,1.47.1,4fbfa7ea-77d3-478c-8832-e0e606b80276,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false
