version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 11 Pro,1761838376278,2025-10-30_15-32-56,Africa/Kigali,ios,1.47.1,484333fc-55e6-43d9-9f22-3271e9474d1d,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false
