version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 11 Pro,1761383526039,2025-10-25_09-12-06,Africa/Kigali,ios,1.47.1,484333fc-55e6-43d9-9f22-3271e9474d1d,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false
