time,seconds_elapsed,z,y,x
1761387524049446100,0.066446044921875,-0.002027091570198536,0.0010190457105636597,0.003237741068005562
1761387524059516000,0.076515869140625,-0.0007094538304954767,-0.002087472938001156,0.0000037490390241146088
1761387524069586000,0.0865859375,0.0004783160984516144,-0.00028211623430252075,-0.00047854939475655556
1761387524079656200,0.09665625,-0.0006936155259609222,-0.002299024723470211,-0.0022693120408803225
1761387524089726000,0.106725830078125,-0.0017096113879233599,0.000318063423037529,-0.0015177680179476738
1761387524099796000,0.1167958984375,0.0011617555283010006,0.004117652773857117,-0.0013557493221014738
1761387524109866000,0.126865966796875,-0.0013932811561971903,0.0011503584682941437,-0.0000936770811676979
1761387524119936000,0.13693603515625,-0.0004358947044238448,0.0025477935560047626,-0.0014157656114548445
1761387524130006000,0.147006103515625,-0.00011871219612658024,-0.000437343493103981,0.0001067635603249073
1761387524140076000,0.157075927734375,0.0015937144635245204,0.00002857297658920288,0.00007390696555376053
1761387524150146000,0.16714599609375,-0.002957361750304699,-0.0016910294070839882,0.0011751237325370312
1761387524160216000,0.177216064453125,-0.0017078891396522522,-0.0017709918320178986,0.002079229336231947
1761387524170285800,0.187285888671875,-0.00009907339699566364,-0.0002758931368589401,-0.00210699369199574
1761387524180356000,0.197356201171875,-0.0009813974611461163,0.00038630422204732895,0.0008117896504700184
1761387524190426000,0.207426025390625,0.0010356807615607977,-0.0013570012524724007,-0.0022417905274778605
1761387524200495900,0.217495849609375,0.0010725895408540964,-0.00008392799645662308,0.00010044034570455551
1761387524210566100,0.227566162109375,0.0011354400776326656,-0.002496751956641674,-0.00038478756323456764
1761387524220636000,0.237635986328125,0.00030239508487284184,0.0008782953955233097,-0.00011293264105916023
1761387524230706000,0.247705810546875,-0.0010909708216786385,-0.0025744931772351265,-0.0007022903300821781
1761387524240776000,0.25777587890625,-0.0004460541531443596,0.0016546198166906834,-0.0018090875819325447
1761387524250846000,0.267845947265625,0.000859161198604852,-0.0013369088992476463,-0.002461828524246812
1761387524260916000,0.277916015625,-0.00037741661071777344,-0.0017808424308896065,-0.0037616416811943054
1761387524270986000,0.287986083984375,0.002479089889675379,-0.0004820190370082855,-0.0006047305651009083
1761387524281056000,0.298055908203125,0.0009051060769706964,0.0009520677849650383,0.0007392242550849915
