time,seconds_elapsed,z,y,x
1761232203513645300,0.071645263671875,-0.981658935546875,-0.0015106201171875,-0.1215362548828125
1761232203523714600,0.081714599609375,-0.98663330078125,0.0019989013671875,-0.116363525390625
1761232203533784300,0.091784423828125,-0.9872589111328125,0.0016326904296875,-0.118804931640625
1761232203543853600,0.101853515625,-0.982177734375,0.0004425048828125,-0.12310791015625
1761232203553923300,0.11192333984375,-0.9868621826171875,0.00225830078125,-0.1262359619140625
1761232203563992600,0.12199267578125,-0.9850616455078125,0.0045623779296875,-0.1309814453125
1761232203574061300,0.132061279296875,-0.9839935302734375,0.0015106201171875,-0.1360321044921875
1761232203584131600,0.142131591796875,-0.985504150390625,-0.0020599365234375,-0.1351318359375
1761232203594200300,0.152200439453125,-0.987640380859375,-0.0030975341796875,-0.1367034912109375
1761232203604270300,0.162270263671875,-0.98565673828125,-0.00238037109375,-0.1385498046875
1761232203614339300,0.17233935546875,-0.9885101318359375,-0.0030670166015625,-0.1388092041015625
1761232203624409300,0.182409423828125,-0.99371337890625,-0.0069427490234375,-0.1390228271484375
1761232203634478300,0.192478271484375,-0.991241455078125,-0.010528564453125,-0.140899658203125
1761232203644548400,0.20254833984375,-0.990814208984375,-0.01190185546875,-0.141937255859375
1761232203654617600,0.21261767578125,-0.98919677734375,-0.01287841796875,-0.142547607421875
1761232203664686300,0.222686279296875,-0.9870452880859375,-0.0162353515625,-0.143768310546875
1761232203674756600,0.232756591796875,-0.9914398193359375,-0.019927978515625,-0.144195556640625
1761232203684825300,0.242825439453125,-0.99017333984375,-0.02239990234375,-0.149322509765625
1761232203694895600,0.2528955078125,-0.98797607421875,-0.0259246826171875,-0.1542510986328125
1761232203704964400,0.26296435546875,-0.9909515380859375,-0.0293121337890625,-0.1552734375
1761232203715034400,0.273034423828125,-0.9922332763671875,-0.030303955078125,-0.1543121337890625
1761232203725103400,0.283103271484375,-0.996063232421875,-0.03131103515625,-0.1507415771484375
1761232203735172600,0.293172607421875,-0.993316650390625,-0.03125,-0.1498260498046875
1761232203745242400,0.303242431640625,-0.9896240234375,-0.0301971435546875,-0.150604248046875
1761232203755311600,0.3133115234375,-0.99169921875,-0.028472900390625,-0.14874267578125
1761232203765381400,0.32338134765625,-0.992706298828125,-0.023284912109375,-0.1433868408203125
1761232203775450400,0.333450439453125,-0.9904327392578125,-0.0156097412109375,-0.1395416259765625
1761232203785520600,0.343520751953125,-0.9926910400390625,-0.012786865234375,-0.1376953125
1761232203795589400,0.35358935546875,-0.9908447265625,-0.0126190185546875,-0.1367034912109375
1761232203805659600,0.36365966796875,-0.9898529052734375,-0.015625,-0.1362762451171875
1761232203815728400,0.373728271484375,-0.991455078125,-0.020904541015625,-0.13525390625
1761232203825798400,0.38379833984375,-0.991455078125,-0.02374267578125,-0.13555908203125
1761232203835867400,0.393867431640625,-0.993011474609375,-0.024139404296875,-0.1340179443359375
1761232203845936600,0.4039365234375,-0.9933013916015625,-0.0247802734375,-0.1338348388671875
1761232203856006400,0.41400634765625,-0.99072265625,-0.02703857421875,-0.133575439453125
1761232203866075400,0.424075439453125,-0.9944000244140625,-0.0318756103515625,-0.12945556640625
1761232203876145400,0.4341455078125,-0.999755859375,-0.03594970703125,-0.12677001953125
1761232203886214400,0.44421435546875,-0.9989013671875,-0.0377960205078125,-0.1269378662109375
1761232203896284400,0.454284423828125,-0.9991455078125,-0.0367431640625,-0.12762451171875
1761232203906353400,0.464353515625,-0.998748779296875,-0.0356292724609375,-0.12994384765625
1761232203916422400,0.47442236328125,-0.998504638671875,-0.0360260009765625,-0.1324920654296875
1761232203926492400,0.484492431640625,-0.996185302734375,-0.0369415283203125,-0.134521484375
1761232203936561400,0.4945615234375,-0.9961700439453125,-0.03497314453125,-0.1348419189453125
1761232203946631400,0.50463134765625,-0.9929962158203125,-0.0350189208984375,-0.135467529296875
1761232203956700400,0.514700439453125,-0.98492431640625,-0.0373687744140625,-0.1357269287109375
1761232203966770400,0.5247705078125,-0.9796295166015625,-0.0389404296875,-0.1347808837890625
1761232203976839400,0.53483935546875,-0.9761962890625,-0.0369873046875,-0.1340484619140625
1761232203986909400,0.544909423828125,-0.96917724609375,-0.0350799560546875,-0.1328125
1761232203996978400,0.554978515625,-0.9684906005859375,-0.0340576171875,-0.133392333984375
1761232204007047400,0.56504736328125,-0.965789794921875,-0.0321044921875,-0.13629150390625
1761232204017117400,0.575117431640625,-0.96337890625,-0.0352935791015625,-0.1391448974609375
1761232204027186400,0.5851865234375,-0.9580535888671875,-0.0400390625,-0.1458740234375
1761232204037256400,0.59525634765625,-0.9468994140625,-0.0418243408203125,-0.15142822265625
1761232204047325400,0.605325439453125,-0.9379119873046875,-0.0448150634765625,-0.1542205810546875
1761232204057395500,0.6153955078125,-0.981170654296875,-0.056610107421875,-0.153411865234375
1761232204067464400,0.62546435546875,-0.9775848388671875,-0.0716094970703125,-0.1507720947265625
1761232204077534500,0.635534423828125,-0.9730987548828125,-0.0716094970703125,-0.14776611328125
1761232204087603500,0.645603515625,-0.9884796142578125,-0.084014892578125,-0.1441192626953125
1761232204097672400,0.65567236328125,-1.008819580078125,-0.0656890869140625,-0.130340576171875
1761232204107742500,0.665742431640625,-1.036712646484375,-0.0358123779296875,-0.12567138671875
1761232204117811500,0.6758115234375,-1.01446533203125,-0.049224853515625,-0.1104583740234375
1761232204127881500,0.685881591796875,-1.0024566650390625,-0.062164306640625,-0.1045074462890625
1761232204137950500,0.695950439453125,-1.0250244140625,-0.068756103515625,-0.095672607421875
